Price,Close,High,Low,Open,Volume,MA50,MA200
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,,
Date,,,,,,,
2015-02-23,67.40571594238281,68.31428527832031,67.14286041259766,68.30000305175781,9031400,,
2015-02-24,67.83999633789062,68.08428955078125,67.355712890625,67.37285614013672,6075300,,
2015-02-25,68.33285522460938,68.7942886352539,67.80714416503906,67.80714416503906,6854400,,
2015-02-26,69.00428771972656,69.5,68.43000030517578,68.62571716308594,10852800,,
2015-02-27,67.84428405761719,69.42857360839844,67.81857299804688,69.08142852783203,11516400,,
2015-03-02,68.60713958740234,68.60713958740234,67.23428344726562,67.71428680419922,10187100,,
2015-03-03,67.81571197509766,68.45714569091797,67.50714111328125,68.34428405761719,7426300,,
2015-03-04,67.11000061035156,67.92571258544922,66.18285369873047,67.52999877929688,17453800,,
2015-03-05,66.80714416503906,67.46428680419922,66.41999816894531,67.42857360839844,11244800,,
2015-03-06,64.87428283691406,66.92571258544922,64.84428405761719,66.64286041259766,12888400,,
2015-03-09,63.66143035888672,65.09285736083984,62.82857131958008,64.98999786376953,18970700,,
2015-03-10,62.15142822265625,63.3514289855957,61.98285675048828,63.01571273803711,17947300,,
2015-03-11,62.88428497314453,63.939998626708984,62.2400016784668,62.2400016784668,16363200,,
2015-03-12,64.04571533203125,64.58285522460938,63.34000015258789,63.34714126586914,14654500,,
2015-03-13,62.628570556640625,64.05714416503906,62.36714172363281,63.907142639160156,10161200,,
2015-03-16,60.281429290771484,61.547142028808594,59.619998931884766,61.547142028808594,26796000,60.711142959594724,
2015-03-17,59.788570404052734,60.69428634643555,59.38428497314453,59.71285629272461,18428200,60.90994293212891,
2015-03-18,60.44571304321289,60.650001525878906,59.29999923706055,59.73857116699219,14634900,61.1726286315918,
2015-03-19,60.744285583496094,61.211429595947266,60.255714416503906,60.459999084472656,11449900,61.45748573303223,
2015-03-20,61.18571472167969,61.78571319580078,60.895713806152344,61.33714294433594,13641600,61.74634284973145,
2015-03-23,60.71428680419922,61.15571212768555,60.33000183105469,60.88999938964844,7664300,62.005028610229495,
2015-03-24,62.611427307128906,63.09857177734375,61.11857223510742,61.13571548461914,16888900,62.316428604125974,
2015-03-25,60.25,62.691429138183594,60.244285583496094,62.68428421020508,21652400,62.6104857635498,
2015-03-26,59.75143051147461,60.4471435546875,59.38999938964844,59.628570556640625,16039100,62.88040008544922,
2015-03-27,59.25285720825195,59.84714126586914,58.57285690307617,59.33000183105469,15852200,63.13905723571777,
2015-03-30,60.36714172363281,60.56428527832031,59.36428451538086,59.71571350097656,13272700,63.42137145996094,
2015-03-31,59.52714157104492,60.41999816894531,59.45571517944336,60.11000061035156,14248500,63.64808570861816,
2015-04-01,59.01714324951172,59.78571319580078,58.702857971191406,59.64285659790039,14639800,63.831857147216795,
2015-04-02,59.1542854309082,59.60714340209961,58.861427307128906,59.07143020629883,9864400,63.84557144165039,
2015-04-06,60.33000183105469,60.4471435546875,58.46428680419922,58.76856994628906,10730300,63.82805717468262,
2015-04-07,60.494285583496094,60.84857177734375,60.0428581237793,60.49714279174805,9977100,63.78805717468262,
2015-04-08,63.04999923706055,63.10714340209961,61.18428421020508,61.2014274597168,22327900,63.773171463012694,
2015-04-09,62.78571319580078,63.13571548461914,62.11428451538086,63.0,13455400,63.731257095336915,
2015-04-10,64.93856811523438,64.99571228027344,63.9471435546875,64.39714050292969,22367100,63.7658570098877,
2015-04-13,67.81143188476562,69.28571319580078,67.05714416503906,67.23999786376953,44436700,63.85408561706543,
2015-04-14,68.38714599609375,69.14286041259766,67.42143249511719,68.85713958740234,28641900,63.95954284667969,
2015-04-15,67.92285919189453,68.70428466796875,67.36428833007812,68.70428466796875,42528500,64.05780006408692,
2015-04-16,80.29285430908203,81.25,75.71428680419922,76.0,104500900,64.3581714630127,
2015-04-17,81.6500015258789,82.14286041259766,79.71428680419922,79.77857208251953,58306500,64.70914283752441,
2015-04-20,81.05571746826172,82.30428314208984,80.38143157958984,81.78571319580078,30766400,65.04765724182128,
2015-04-21,80.06285858154297,81.48428344726562,79.80000305175781,81.23428344726562,15925700,65.37931442260742,
2015-04-22,79.66857147216797,80.71286010742188,79.5442886352539,80.21142578125,12089700,65.70677154541016,
2015-04-23,79.86571502685547,80.34285736083984,78.9557113647461,79.65571594238281,12687500,66.00708587646484,
2015-04-24,79.77143096923828,80.8085708618164,79.50714111328125,80.17285919189453,11045300,66.3028288269043,
2015-04-27,80.86856842041016,81.78571319580078,80.2300033569336,80.29285430908203,15246700,66.6152572631836,
2015-04-28,80.43714141845703,81.27857208251953,79.94428253173828,80.58999633789062,8826300,66.89228576660156,
2015-04-29,80.40714263916016,81.05571746826172,79.644287109375,80.06999969482422,9534700,67.15768569946289,
2015-04-30,79.5,80.8357162475586,79.12428283691406,80.23714447021484,10565100,67.39037139892578,
2015-05-01,79.57571411132812,79.9671401977539,78.894287109375,79.855712890625,8906100,67.62588562011719,
2015-05-04,79.27143096923828,79.71428680419922,78.9000015258789,79.57142639160156,7967400,67.84502853393555,
2015-05-05,80.79285430908203,82.44285583496094,80.75714111328125,81.23857116699219,27116600,68.11277130126953,
2015-05-06,80.07714080810547,81.21428680419922,79.52143096923828,81.02857208251953,11504500,68.35751419067383,
2015-05-07,80.74857330322266,80.7942886352539,79.45714569091797,80.11428833007812,10220700,68.6058285522461,
2015-05-08,82.0857162475586,82.1528549194336,80.96428680419922,81.04142761230469,13828500,68.86745712280273,
2015-05-11,84.27857208251953,84.85713958740234,82.18571472167969,82.32428741455078,23882600,69.19614288330078,
2015-05-12,83.37714385986328,83.8085708618164,82.99285888671875,83.8085708618164,11907000,69.49154296875,
2015-05-13,82.87285614013672,84.1971435546875,82.6914291381836,83.40428924560547,11155900,69.79268585205078,
2015-05-14,83.8357162475586,83.92428588867188,82.33000183105469,83.28571319580078,8898400,70.12720016479493,
2015-05-15,87.60713958740234,88.34857177734375,85.7557144165039,86.36428833007812,37053100,70.54320007324219,
2015-05-18,88.26714324951172,88.53428649902344,87.02428436279297,87.5442886352539,14812000,71.01105728149415,
2015-05-19,88.06857299804688,89.78571319580078,87.80999755859375,88.8885726928711,19101600,71.49920013427734,
2015-05-20,88.79000091552734,89.10857391357422,87.36285400390625,88.21428680419922,12756800,72.03197158813477,
2015-05-21,89.00285339355469,89.57142639160156,88.18142700195312,89.08142852783203,12767300,72.55434295654297,
2015-05-22,88.83856964111328,89.40714263916016,88.69285583496094,89.17857360839844,7466200,73.05020004272461,
2015-05-26,87.99285888671875,89.06143188476562,87.78571319580078,88.87428283691406,9646000,73.55748580932617,
2015-05-27,89.85713958740234,89.90714263916016,87.92857360839844,88.14286041259766,10506300,74.14900001525879,
2015-05-28,89.50714111328125,89.855712890625,88.93000030517578,89.71428680419922,7821800,74.74337142944336,
2015-05-29,89.15142822265625,90.2057113647461,88.9557113647461,89.47285461425781,12712000,75.31748573303223,
2015-06-01,89.00285339355469,89.12142944335938,87.94428253173828,88.83714294433594,9926000,75.8826570892334,
2015-06-02,89.12999725341797,89.67857360839844,88.40571594238281,88.71142578125,7529200,76.44154273986817,
2015-06-03,88.8085708618164,89.73285675048828,88.644287109375,89.24285888671875,6237700,77.0034284210205,
2015-06-04,89.34857177734375,89.42857360839844,88.04285430908203,88.37857055664062,10074400,77.5381713104248,
2015-06-05,90.45999908447266,90.54000091552734,89.12571716308594,89.21428680419922,11624200,78.14237129211426,
2015-06-08,89.60428619384766,90.81571197509766,88.99571228027344,90.71428680419922,11148900,78.73942840576171,
2015-06-09,92.44999694824219,92.71428680419922,89.33428955078125,89.33428955078125,22024800,79.40337120056152,
2015-06-10,95.87142944335938,98.97000122070312,93.22571563720703,93.39571380615234,57121400,80.11345695495605,
2015-06-11,95.09428405761719,96.91857147216797,94.08714294433594,96.88999938964844,26623100,80.8247998046875,
2015-06-12,94.41857147216797,95.34285736083984,94.12428283691406,94.91571044921875,10278800,81.53282836914063,
2015-06-15,93.43142700195312,93.5914306640625,91.6585693359375,92.85713958740234,19054000,82.21837120056152,
2015-06-16,95.27285766601562,95.60713958740234,93.6914291381836,94.24285888671875,16043300,82.91722831726074,
2015-06-17,94.27143096923828,95.13285827636719,93.95714569091797,95.13285827636719,9905000,83.59277122497559,
2015-06-18,94.74285888671875,95.3414306640625,94.36856842041016,94.65142822265625,8962800,84.22662841796875,
2015-06-19,93.87142944335938,96.41857147216797,93.82142639160156,96.24285888671875,19814900,84.84834274291993,
2015-06-22,96.4142837524414,96.69285583496094,94.18856811523438,95.04285430908203,16732800,85.47785705566406,
2015-06-23,97.31285858154297,97.38999938964844,95.75,96.3357162475586,15626100,86.06788558959961,
2015-06-24,96.94428253173828,100.89142608642578,96.39714050292969,100.0142822265625,77138600,86.6390283203125,
2015-06-25,94.89142608642578,96.0,93.45857238769531,95.48143005371094,41623400,87.17839965820312,
2015-06-26,93.08856964111328,95.31428527832031,93.08856964111328,95.30000305175781,30314900,87.43431396484375,
2015-06-29,92.23143005371094,92.91285705566406,91.11714172363281,91.5057144165039,24575600,87.6459425354004,
2015-06-30,93.84857177734375,94.355712890625,92.78571319580078,93.35713958740234,16880500,87.90179962158203,
2015-07-01,93.63571166992188,95.23857116699219,93.21857452392578,94.80571746826172,14699300,88.1732566833496,
2015-07-02,94.0442886352539,94.19857025146484,93.21428680419922,93.99857330322266,11053000,88.46077102661133,
2015-07-06,94.57142639160156,94.92857360839844,93.33999633789062,93.47285461425781,11808300,88.75488525390625,
2015-07-07,94.0914306640625,95.42713928222656,92.62285614013672,95.01285552978516,21573300,89.04128524780273,
2015-07-08,93.50714111328125,93.99571228027344,92.28428649902344,93.47142791748047,12990600,89.29405670166015,
2015-07-09,95.72714233398438,95.84571075439453,94.28571319580078,94.9000015258789,16731400,89.5998567199707,
2015-07-10,97.22856903076172,98.50285339355469,96.9000015258789,97.52285766601562,21636300,89.93628524780273,
2015-07-13,101.08714294433594,102.3085708618164,98.07856750488281,98.09857177734375,33205200,90.36802810668945,
2015-07-14,100.37142944335938,101.63571166992188,99.6528549194336,101.27143096923828,19736500,90.78394241333008,
2015-07-15,98.12999725341797,100.75,97.05000305175781,99.97000122070312,30898600,91.16111373901367,
2015-07-16,115.80999755859375,116.48999786376953,107.68000030517578,111.0199966430664,63461000,91.8614566040039,
2015-07-17,114.7699966430664,117.87999725341797,114.23999786376953,117.33999633789062,25136900,92.55531372070313,
2015-07-20,110.55000305175781,114.69999694824219,110.13999938964844,114.69999694824219,22676900,93.15134231567383,
2015-07-21,112.51000213623047,113.70999908447266,109.31999969482422,110.20999908447266,14085400,93.75982803344726,
2015-07-22,111.5,113.87999725341797,110.55999755859375,112.13999938964844,10500500,94.30425659179687,
2015-07-23,110.0999984741211,112.18000030517578,109.83999633789062,110.91000366210938,8306800,94.83871368408204,
2015-07-24,109.33999633789062,111.68000030517578,108.9000015258789,111.55000305175781,8125100,95.36805648803711,
2015-07-27,106.43000030517578,109.86000061035156,106.25,107.79000091552734,11302600,95.81994216918946,
2015-07-28,106.9000015258789,107.94000244140625,103.87999725341797,107.29000091552734,11155900,96.20579940795898,
2015-07-29,107.08000183105469,107.75,105.4000015258789,106.83000183105469,6695600,96.58205657958985,
2015-07-30,111.55999755859375,111.9000015258789,105.4000015258789,106.4000015258789,14229200,97.05188507080078,
2015-07-31,114.30999755859375,115.0,111.1500015258789,111.94999694824219,16349100,97.56228500366211,
2015-08-03,112.55999755859375,114.5999984741211,111.77999877929688,114.5999984741211,10144800,98.0334278869629,
2015-08-04,121.1500015258789,122.79000091552734,113.0,113.1500015258789,29653300,98.6796565246582,
2015-08-05,123.70999908447266,129.2899932861328,122.70999908447266,125.62000274658203,26946500,99.39399932861328,
2015-08-06,126.44999694824219,128.85000610351562,122.04000091552734,126.29000091552734,24716700,100.12585647583008,
2015-08-07,123.5199966430664,126.5999984741211,121.30000305175781,126.41999816894531,17360700,100.80611358642578,
2015-08-10,123.02999877929688,126.5,121.51000213623047,126.08999633789062,13424600,101.4836849975586,
2015-08-11,122.73999786376953,123.76000213623047,120.0,120.01000213623047,11596800,102.1584278869629,
2015-08-12,120.51000213623047,122.44999694824219,118.66000366210938,121.47000122070312,13822500,102.78602798461914,
2015-08-13,123.7300033569336,125.7300033569336,119.33999633789062,120.98999786376953,15284400,103.48445663452148,
2015-08-14,123.38999938964844,125.0,123.0,124.95999908447266,8667700,104.16528518676758,
2015-08-17,125.36000061035156,125.69999694824219,122.58999633789062,123.13999938964844,9233800,104.86328521728515,
2015-08-18,124.05000305175781,126.75,123.55000305175781,125.26000213623047,9382000,105.55219955444336,
2015-08-19,122.05999755859375,123.69999694824219,121.5,123.5,10115300,106.14439956665039,
2015-08-20,112.48999786376953,121.44999694824219,111.33999633789062,119.80000305175781,28045300,106.4767709350586,
2015-08-21,103.95999908447266,110.0,102.75,106.19999694824219,33228300,106.6540852355957,
2015-08-24,96.87999725341797,109.62999725341797,85.5,88.75,59951900,106.7033137512207,
2015-08-25,101.5199966430664,107.87999725341797,101.5,107.75,37620700,106.86508514404296,
2015-08-26,110.12999725341797,110.27999877929688,102.0199966430664,107.1500015258789,36164600,107.16222793579101,
2015-08-27,117.66000366210938,118.25,113.0199966430664,114.94000244140625,37056100,107.62999938964843,
2015-08-28,117.62999725341797,119.3499984741211,115.87999725341797,116.3499984741211,20240200,108.08774215698242,
2015-08-31,115.02999877929688,117.0,113.76000213623047,115.23999786376953,17005600,108.51091354370118,
2015-09-01,105.79000091552734,111.23999786376953,103.81999969482422,109.3499984741211,35977100,108.69842788696289,
2015-09-02,105.44000244140625,109.5,100.30000305175781,109.30999755859375,39843300,108.86097076416016,
2015-09-03,101.05999755859375,104.16999816894531,100.11000061035156,102.69000244140625,29546700,108.94328506469726,
2015-09-04,98.79000091552734,99.93000030517578,97.33999633789062,98.05000305175781,24212000,109.0212565612793,
2015-09-08,94.94999694824219,102.5,93.55000305175781,102.08000183105469,43479700,109.05848510742187,
2015-09-09,99.18000030517578,102.79000091552734,95.5199966430664,96.51000213623047,35524400,109.19745651245117,
2015-09-10,99.4800033569336,100.8499984741211,96.77999877929688,99.41999816894531,21031900,109.31008514404297,
2015-09-11,97.51000213623047,100.8499984741211,97.2300033569336,98.56999969482422,17373900,109.38757095336913,
2015-09-14,95.69000244140625,97.91000366210938,94.33000183105469,96.83999633789062,15546000,109.42048522949219,
2015-09-15,99.16000366210938,99.6500015258789,93.61000061035156,95.22000122070312,22591100,109.51225677490234,
2015-09-16,104.08000183105469,104.4800033569336,99.33000183105469,99.69999694824219,28058200,109.7120281982422,
2015-09-17,104.20999908447266,107.5,101.83000183105469,103.66999816894531,25817700,109.92608535766601,
2015-09-18,102.62000274658203,104.36000061035156,100.70999908447266,102.0,21715000,110.06394256591797,
2015-09-21,100.30000305175781,103.7699966430664,99.55999755859375,103.30000305175781,17900600,110.12537124633789,
2015-09-22,98.47000122070312,99.9000015258789,97.0,98.29000091552734,16717900,110.07302841186524,
2015-09-23,98.06999969482422,99.73999786376953,97.66000366210938,98.5999984741211,10264500,110.02699981689453,
2015-09-24,103.76000213623047,104.0,96.77999877929688,97.11000061035156,21274500,110.13959991455079,
2015-09-25,102.23999786376953,105.44999694824219,101.56999969482422,105.30000305175781,19066600,109.86819992065429,
2015-09-28,99.47000122070312,103.33000183105469,97.83999633789062,101.56999969482422,17026600,109.56220001220703,
2015-09-29,98.3499984741211,100.62999725341797,96.8499984741211,99.62999725341797,17405900,109.3181999206543,
2015-09-30,103.26000213623047,103.45999908447266,99.05000305175781,99.91000366210938,17027600,109.13319992065429,
2015-10-01,105.9800033569336,106.11000061035156,101.12000274658203,102.91000366210938,17426900,109.02279998779296,
2015-10-02,106.11000061035156,106.87000274658203,101.44999694824219,103.01000213623047,21526700,108.94300003051758,
2015-10-05,111.25,112.27999877929688,105.76000213623047,107.4800033569336,21157900,108.98120010375976,
2015-10-06,108.33000183105469,112.25,105.63999938964844,110.33000183105469,20629800,109.01920013427734,
2015-10-07,108.0999984741211,109.77999877929688,106.75,108.83999633789062,12329500,109.04320007324219,
2015-10-08,114.93000030517578,115.05000305175781,102.5999984741211,107.94000244140625,42831900,109.2002000427246,
2015-10-09,113.33000183105469,115.83000183105469,112.44000244140625,114.11000061035156,22455200,109.23560012817383,
2015-10-12,113.44999694824219,115.41999816894531,112.36000061035156,114.44999694824219,12624500,109.2184001159668,
2015-10-13,109.7300033569336,113.72000122070312,108.77999877929688,112.8499984741211,17512100,109.1618002319336,
2015-10-14,110.2300033569336,111.62999725341797,108.05000305175781,111.5,33231500,108.94340026855468,
2015-10-15,101.08999633789062,104.87999725341797,99.0999984741211,103.7699966430664,48484300,108.49100021362305,
2015-10-16,98.98999786376953,101.6500015258789,98.41000366210938,100.20999908447266,21340500,107.9418002319336,85.7319499206543
2015-10-19,101.69000244140625,103.62000274658203,96.26000213623047,98.06999969482422,29964700,107.50520034790038,85.9911570739746
2015-10-20,98.98999786376953,102.11000061035156,97.58000183105469,101.05999755859375,17345600,107.02440032958984,86.24954992294312
2015-10-21,97.95999908447266,100.33999633789062,97.01000213623047,99.66999816894531,13728500,106.5288003540039,86.5068427658081
2015-10-22,97.31999969482422,99.93000030517578,96.86000061035156,98.06999969482422,12786800,106.06500030517579,86.75972846984864
2015-10-23,100.04000091552734,101.55999755859375,97.2699966430664,97.61000061035156,18019900,105.59120025634766,87.02102848052978
2015-10-26,103.04000091552734,103.30999755859375,99.37999725341797,100.05000305175781,12234800,105.18420028686523,87.3010213470459
2015-10-27,103.06999969482422,104.72000122070312,101.2300033569336,102.58000183105469,12066400,104.73840026855468,87.58863563537598
2015-10-28,105.80000305175781,106.20999908447266,102.05999755859375,102.9000015258789,13094000,104.37340026855469,87.88635707855225
2015-10-29,105.12000274658203,106.91000366210938,104.75,105.0,9841400,104.03460037231446,88.18035709381104
2015-10-30,108.37999725341797,110.0999984741211,104.9000015258789,105.12000274658203,15571500,103.95240036010742,88.49099992752075
2015-11-02,107.63999938964844,109.37000274658203,106.30000305175781,109.19999694824219,11784600,104.02600036621094,88.78824277877807
2015-11-03,109.73999786376953,111.05000305175781,107.23999786376953,107.36000061035156,12484100,104.28320037841797,89.08779991149902
2015-11-04,114.05000305175781,114.27999877929688,109.38999938964844,110.36000061035156,17505000,104.5338005065918,89.36570707321167
2015-11-05,113.5,115.68000030517578,111.72000122070312,113.75,13814900,104.60120056152344,89.62717849731445
2015-11-06,114.05999755859375,114.80000305175781,112.05000305175781,113.38999938964844,10936600,104.52920043945312,89.88500705718994
2015-11-09,109.86000061035156,114.0,108.63999938964844,113.36000061035156,16154600,104.37380050659179,90.11533563613892
2015-11-10,112.69999694824219,112.83999633789062,108.01000213623047,108.86000061035156,11166400,104.3272004699707,90.35442846298218
2015-11-11,112.86000061035156,114.61000061035156,111.41000366210938,113.08000183105469,11039200,104.46860046386719,90.60268560409546
2015-11-12,108.91999816894531,115.25,108.19999694824219,112.5199966430664,17568200,104.53820037841797,90.8302855873108
2015-11-13,103.6500015258789,109.06999969482422,103.2699966430664,108.33999633789062,18819400,104.59000045776367,91.03296417236328
2015-11-16,111.3499984741211,111.6500015258789,101.86000061035156,102.97000122070312,19866200,104.84120040893555,91.27466417312623
2015-11-17,117.0999984741211,118.79000091552734,111.69999694824219,112.11000061035156,33016300,105.28420043945313,91.53379274368287
2015-11-18,120.62999725341797,121.0,116.0999984741211,117.94000244140625,23353600,105.71320037841797,91.81643556594848
2015-11-19,120.22000122070312,123.12999725341797,119.61000061035156,120.25,19253200,106.12800033569336,92.09688558578492
2015-11-20,123.83999633789062,124.06999969482422,119.20999908447266,120.8499984741211,17977000,106.65460021972656,92.39868556976319
2015-11-23,125.02999877929688,126.19999694824219,121.66000366210938,124.30000305175781,15727000,107.24140014648438,92.70735698699951
2015-11-24,123.30999755859375,124.66000366210938,120.02999877929688,123.66999816894531,18335300,107.72440002441407,92.99965698242187
2015-11-25,124.16000366210938,125.19999694824219,122.36000061035156,124.2300033569336,10980700,108.12600006103516,93.29553558349609
2015-11-27,125.44000244140625,126.38999938964844,123.58999633789062,123.8499984741211,6645500,108.55060012817383,93.5964998626709
2015-11-30,123.33000183105469,126.5999984741211,122.88999938964844,126.02999877929688,13894000,108.96480010986328,93.88022129058838
2015-12-01,125.37000274658203,125.56999969482422,122.41999816894531,124.47000122070312,12550800,109.46620010375976,94.17138557434082
2015-12-02,128.92999267578125,131.35000610351562,124.93000030517578,125.52999877929688,24105700,110.07539993286133,94.47670696258545
2015-12-03,126.80999755859375,132.1999969482422,126.38999938964844,129.6199951171875,26647300,110.65019989013672,94.77175693511963
2015-12-04,130.92999267578125,130.99000549316406,125.75,127.0,20250400,111.19359970092773,95.08483547210693
2015-12-07,125.36000061035156,133.27000427246094,122.75,131.19000244140625,23351600,111.65599975585937,95.37460689544677
2015-12-08,126.9800033569336,128.24000549316406,121.0999984741211,121.51000213623047,18591100,112.20619979858398,95.670306930542
2015-12-09,124.19999694824219,128.77999877929688,122.33000183105469,127.69999694824219,17788800,112.72319976806641,95.94964263916016
2015-12-10,122.91000366210938,125.20999908447266,121.62000274658203,124.5,13474100,113.11619979858398,96.21917121887208
2015-12-11,118.91000366210938,123.0,118.5999984741211,121.44999694824219,16105300,113.3747998046875,96.47449981689454
2015-12-14,120.66999816894531,120.9000015258789,114.66000366210938,119.7699966430664,18679300,113.66599975585937,96.73481410980224
2015-12-15,118.5999984741211,123.30000305175781,118.54000091552734,121.93000030517578,11760000,113.8129997253418,96.98873554229736
2015-12-16,122.63999938964844,123.0,118.08999633789062,119.80000305175781,13181000,114.09919967651368,97.26638553619385
2015-12-17,122.51000213623047,126.3499984741211,122.41999816894531,123.97000122070312,17284900,114.38739974975586,97.5448998260498
2015-12-18,118.0199966430664,122.19000244140625,117.91999816894531,120.8499984741211,17948100,114.44919967651367,97.81062839508057
2015-12-21,116.62999725341797,119.58999633789062,115.66000366210938,119.51000213623047,11670000,114.51519958496094,98.07547122955322
2015-12-22,116.23999786376953,117.43000030517578,114.86000061035156,117.30000305175781,9689000,114.57099960327149,98.34591407775879
2015-12-23,118.16000366210938,118.55999755859375,115.77999877929688,116.91000366210938,9324300,114.739599609375,98.62229267120361
2015-12-24,117.33000183105469,118.80000305175781,117.30000305175781,118.22000122070312,3531300,114.88159957885742,98.88871410369873
2015-12-28,117.11000061035156,117.3499984741211,113.8499984741211,117.26000213623047,8424300,115.20199966430664,99.16112125396728
2015-12-29,119.12000274658203,119.5999984741211,116.91999816894531,118.19000244140625,8159200,115.60459976196289,99.45531412124633
2015-12-30,116.70999908447266,119.0199966430664,116.43000030517578,118.94999694824219,8149700,115.90499969482421,99.73992126464844
2015-12-31,114.37999725341797,117.45999908447266,114.27999877929688,116.20999908447266,9273000,116.21279968261719,100.00959268569946
2016-01-04,109.95999908447266,110.0,105.20999908447266,109.0,20794800,116.45279968261718,100.25567125320434
2016-01-05,107.66000366210938,110.58000183105469,105.8499984741211,110.44999694824219,17664600,116.6595997619629,100.4880426979065
2016-01-06,117.68000030517578,117.91000366210938,104.95999908447266,105.29000091552734,33045700,117.01239974975586,100.77287126541138
2016-01-07,114.55999755859375,122.18000030517578,112.29000091552734,116.36000061035156,33636700,117.24279968261719,101.0326141166687
2016-01-08,111.38999938964844,117.72000122070312,111.0999984741211,116.33000183105469,18067100,117.40919967651367,101.28831411361695
2016-01-11,114.97000122070312,116.79000091552734,111.19999694824219,112.12999725341797,21920400,117.59259963989258,101.56440696716308
2016-01-12,116.58000183105469,117.77999877929688,115.08000183105469,116.11000061035156,15133500,117.82179962158203,101.8510426902771
2016-01-13,106.55999755859375,114.4800033569336,104.52999877929688,114.43000030517578,24921600,117.78539962768555,102.08200696945191
2016-01-14,107.05999755859375,109.25,101.20999908447266,105.6500015258789,23664800,117.77379959106446,102.31967124938964
2016-01-15,104.04000091552734,105.5,101.72000122070312,102.43000030517578,19775100,117.65979965209961,102.54478553771973
2016-01-19,107.88999938964844,110.13999938964844,105.55000305175781,106.56999969482422,35722800,117.53659957885742,102.78846410751343
2016-01-20,107.73999786376953,109.98999786376953,97.05000305175781,108.91000366210938,53009400,117.42139953613281,103.025514087677
2016-01-21,102.3499984741211,108.51000213623047,102.0999984741211,108.31999969482422,31027500,117.18719955444335,103.23479265213012
2016-01-22,100.72000122070312,104.98999786376953,99.22000122070312,104.72000122070312,26821800,117.00439956665039,103.42314266204833
2016-01-25,99.12000274658203,102.68000030517578,99.0,99.77999877929688,20321100,116.73279968261718,103.60481410980225
2016-01-26,97.83000183105469,100.55000305175781,94.8499984741211,99.73999786376953,22083900,116.43219970703124,103.76927127838135
