Date,Close
2015-01-31,53.40935745239258
2015-02-28,66.13172952752365
2015-03-31,62.522986672141336
2015-04-30,72.26054454985119
2015-05-31,85.1999282836914
2015-06-30,93.20499940352006
2015-07-31,104.23883056640625
2015-08-31,117.5028562999907
2015-09-30,100.56571524483817
2015-10-31,105.58772763338956
2015-11-30,116.06949958801269
2015-12-31,121.29636313698508
2016-01-31,105.44789484927529
2016-02-29,89.96949996948243
2016-03-31,99.31590929898348
2016-04-30,100.81190454392205
2016-05-31,93.17476145426433
2016-06-30,94.29863669655539
2016-07-31,93.16349983215332
2016-08-31,95.62260901409647
2016-09-30,97.44857134137835
2016-10-31,113.1566670735677
2016-11-30,118.38380940755208
2016-12-31,124.00714329310826
2017-01-31,134.87600059509276
2017-02-28,142.4973698666221
2017-03-31,143.22695591138756
2017-04-30,145.45789457622328
2017-05-31,158.39500080455434
2017-06-30,156.51136363636363
2017-07-31,169.44649963378907
2017-08-31,172.38956418244734
2017-09-30,181.6665008544922
2017-10-31,194.27772660688922
2017-11-30,195.22333344959077
2017-12-31,187.854500579834
2018-01-31,232.90809558686755
2018-02-28,271.443683021947
2018-03-31,312.2280970982143
2018-04-30,307.4661923363095
2018-05-31,331.5368194580078
2018-06-30,384.13333565848217
2018-07-31,381.51523844401044
2018-08-31,346.257824441661
2018-09-30,362.6415758634868
2018-10-31,335.44565217391306
2018-11-30,290.3447643461682
2018-12-31,265.30262997275906
2019-01-31,325.8142874581473
2019-02-28,355.6078957005551
2019-03-31,359.4357125418527
2019-04-30,366.1457141694568
2019-05-31,359.4499997225675
2019-06-30,356.61599884033205
2019-07-31,350.78181596235794
2019-08-31,303.12817937677556
2019-09-30,281.94549865722655
2019-10-31,277.63651972231656
2019-11-30,299.12549896240233
2019-12-31,314.6038091750372
2020-01-31,338.8328566778274
2020-02-29,373.98842259457234
2020-03-31,350.587270563299
2020-04-30,404.3109508696057
2020-05-31,433.29400024414065
2020-06-30,438.9777277166193
2020-07-31,499.3850028298118
2020-08-31,498.07476225353423
2020-09-30,495.55333310081846
2020-10-31,515.1418137983842
2020-11-30,487.4440002441406
2020-12-31,516.5690904097123
2021-01-31,526.816844739412
2021-02-28,548.9599994860197
2021-03-31,518.1234820822011
2021-04-30,533.1366620744977
2021-05-31,496.7144973754883
2021-06-30,503.32409113103694
2021-07-31,528.653330485026
2021-08-31,532.3468170166016
2021-09-30,590.7952386765253
2021-10-31,642.2028488885788
2021-11-30,667.5242861793155
2021-12-31,608.4840892444957
2022-01-31,487.85350036621094
2022-02-28,400.9863168816817
2022-03-31,366.7917414126189
2022-04-30,297.4144989013672
2022-05-31,186.44952392578125
2022-06-30,184.84761991954986
2022-07-31,199.08899993896483
2022-08-31,233.02652176566747
2022-09-30,232.11381167457216
2022-10-31,256.2680954706101
2022-11-30,283.1719055175781
2022-12-31,302.04190499441967
2023-01-31,334.7589996337891
2023-02-28,349.0978939658717
2023-03-31,312.6030459196671
2023-04-30,333.7436828613281
2023-05-31,347.46000255237925
2023-06-30,421.45809355236236
2023-07-31,440.3279998779297
2023-08-31,424.0586972443954
2023-09-30,407.3219970703125
2023-10-31,384.1190906871449
2023-11-30,455.71571277436755
2023-12-31,474.0595001220703
2024-01-31,505.0047578357515
2024-02-29,575.3790008544922
2024-03-31,614.0070098876953
2024-04-30,598.0140935724431
2024-05-31,618.8277254971591
2024-06-30,661.9163175884046
2024-07-31,653.7290954589844
2024-08-31,660.1918140758168
2024-09-30,694.7614959716797
2024-10-31,731.895215905231
2024-11-30,833.1884948730469
2024-12-31,913.3076142810639
2025-01-31,905.8429992675781
2025-02-28,1009.7936786852384
2025-03-31,940.8542829241071
2025-04-30,983.1509515671503
2025-05-31,1168.3128545851935
2025-06-30,1246.0125061035155
2025-07-31,1233.1277299360795
2025-08-31,1207.4671340215773
2025-09-30,1220.4399937220983
2025-10-31,1166.827392578125
2025-11-30,1113.5974731445312
